name,genre,developer,downloads,updatedOn,contentRating,score,scoreClass
Word Twist game by Fedmich,Puzzle,Fedmich,"500 - 1,000",14 November 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Tile Twist World,Puzzle,Inertia Software,"5,000 - 10,000",3 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
Untangle Me Extreme,Puzzle,BlackbirdDev,"100,000 - 500,000",3 August 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Twist the rope,Puzzle,mikero,"10,000 - 50,000",25 August 2014,Rated for 3+,3.1,4 (3.1 - 4.0)
candy jelly mania,Puzzle,Candy Sweet Game,"100,000 - 500,000",9 November 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
StickDraw - Animation Maker,Puzzle,Bingzer,"1,000,000 - 5,000,000",19 September 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Math Puzzle With Sticks,Puzzle,LogiGames,"500,000 - 1,000,000",16 March 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Pick All Sticks,Puzzle,Hamza Games Online Bangladesh,"100,000 - 500,000",30 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Stickman killer 2,Puzzle,Starodymov2,"1,000,000 - 5,000,000",5 August 2016,Rated for 12+,3.3,4 (3.1 - 4.0)
ClickDeath: Stickman Town,Puzzle,App Much,"500,000 - 1,000,000",19 July 2016,Rated for 18+,3.1,4 (3.1 - 4.0)
Stickman killer 3,Puzzle,Starodymov2,"100,000 - 500,000",5 August 2016,Rated for 12+,3.5,4 (3.1 - 4.0)
Kill A Stickman,Puzzle,Cynthia J Fisher,"100,000 - 500,000",15 June 2015,Rated for 12+,3.1,4 (3.1 - 4.0)
Stickman Bloody Chef,Puzzle,Valerii Studio,"100,000 - 500,000",2 September 2015,Rated for 12+,3.5,4 (3.1 - 4.0)
Stickman Death - Puzzle Game,Puzzle,Cynthia J Fisher,"500,000 - 1,000,000",19 June 2015,Rated for 12+,3.5,4 (3.1 - 4.0)
Stickman Robbery Shop,Puzzle,Swan Studio,"100,000 - 500,000",18 July 2016,Rated for 12+,3.6,4 (3.1 - 4.0)
Stickman Shot,Puzzle,RoDGames,"5,000 - 10,000",28 October 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Stickman Bloody Antiques,Puzzle,Valerii Studio,"50,000 - 100,000",30 October 2015,Rated for 12+,3.8,4 (3.1 - 4.0)
The Room,Puzzle,Fireproof Games,"1,000,000 - 5,000,000",8 December 2015,Rated for 7+,4.8,5 (4.1 - 5.0)
Brick Legend - Block Puzzle,Casual,MobKingVn,"50,000 - 100,000",20 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Classic Game Boy~tetris snake~,Casual,Samas Studio,"1,000 - 5,000",17 October 2016,Rated for 3+,2.9,3 (2.1 - 3.0)
Candy Block,Casual,SG Technology,"1,000,000 - 5,000,000",22 November 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Line Tiles,Casual,One Minute Game,"100,000 - 500,000",5 September 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
TetroBOX,Casual,rustappdev,"1,000 - 5,000",31 October 2016,Rated for 3+,2.8,3 (2.1 - 3.0)
Blocks Mania,Casual,Free Kids Games,"100,000 - 500,000",28 February 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
PopStar!,Casual,ZPLAY games,"500,000 - 1,000,000",27 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Amazing Block Puzzle,Casual,vlamoond24,"1,000,000 - 5,000,000",16 August 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Candy Block Monster,Casual,JasonSaldanaxdr,"500,000 - 1,000,000",4 November 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
All Sport Match Block Puzzle,Casual,F Faster Game Studio,"1,000 - 5,000",8 January 2016,Rated for 3+,3.5,4 (3.1 - 4.0)
Tetris,Casual,lin rinong,"1,000 - 5,000",11 July 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Farm King Splash,Casual,SNG Games,"5,000 - 10,000",11 October 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Puzzle Block: Free Game,Casual,Thunder Media,"1,000 - 5,000",8 January 2017,Rated for 3+,5.0,5 (4.1 - 5.0)
Block,Casual,ka lemin,100 - 500,18 December 2016,Rated for 3+,5.0,5 (4.1 - 5.0)
Block Puzzle Rush,Casual,vlamoond24,"500,000 - 1,000,000",12 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
DINO HUNTER: DEADLY SHORES,Action,Glu,"10,000,000 - 50,000,000",23 December 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
Dinosaur Simulator: Dino World,Action,HGamesArt,"1,000,000 - 5,000,000",5 December 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Carnivores: Dinosaur Hunter HD,Action,Tatem Games,"5,000,000 - 10,000,000",15 September 2016,Rated for 12+,4.1,5 (4.1 - 5.0)
Jurassic T-Rex : Dinosaur,Action,PT Game Studio,"1,000,000 - 5,000,000",21 April 2016,Rated for 12+,3.7,4 (3.1 - 4.0)
Mission Impossible RogueNation,Action,Glu,"10,000,000 - 50,000,000",2 March 2016,Rated for 16+,4.2,5 (4.1 - 5.0)
DEER HUNTER 2017,Action,Glu,"10,000,000 - 50,000,000",17 January 2017,Rated for 16+,4.3,5 (4.1 - 5.0)
FRONTLINE COMMANDO: WW2,Action,Glu,"10,000,000 - 50,000,000",19 June 2015,Rated for 18+,4.2,5 (4.1 - 5.0)
FRONTLINE COMMANDO,Action,Glu,"10,000,000 - 50,000,000",27 October 2013,Rated for 16+,4.4,5 (4.1 - 5.0)
HERCULES: THE OFFICIAL GAME,Action,Glu,"5,000,000 - 10,000,000",1 August 2014,Rated for 18+,4.0,4 (3.1 - 4.0)
QuizUp,Trivia,Glu,"10,000,000 - 50,000,000",9 December 2016,Rated for 12+,4.3,5 (4.1 - 5.0)
FRONTLINE COMMANDO 2,Action,Glu,"10,000,000 - 50,000,000",19 April 2016,Rated for 16+,4.3,5 (4.1 - 5.0)
CONTRACT KILLER: SNIPER,Action,Glu,"10,000,000 - 50,000,000",19 January 2017,Rated for 16+,4.2,5 (4.1 - 5.0)
SNIPER X WITH JASON STATHAM,Action,Glu,"5,000,000 - 10,000,000",16 November 2016,Rated for 18+,4.4,5 (4.1 - 5.0)
CONTRACT KILLER,Action,Glu,"10,000,000 - 50,000,000",30 June 2013,Rated for 16+,4.5,5 (4.1 - 5.0)
CONTRACT KILLER 2,Action,Glu,"10,000,000 - 50,000,000",27 October 2013,Rated for 16+,4.3,5 (4.1 - 5.0)
TAP SPORTS BASEBALL 2016,Sports,Glu,"1,000,000 - 5,000,000",21 November 2016,Rated for 3+,4.6,5 (4.1 - 5.0)
hela saffari,Action,shooting the deer,"1,000,000 - 5,000,000",18 June 2015,Rated for 16+,3.8,4 (3.1 - 4.0)
Hunting Jungle Animals 2,Action,AbsoMech,"1,000,000 - 5,000,000",23 December 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Wild Dog Racing,Racing,AbsoMech,"10,000 - 50,000",30 December 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Archery Hunting Wild Animals,Adventure,AbsoMech,"1,000 - 5,000",19 January 2017,Rated for 16+,4.7,5 (4.1 - 5.0)
Monster Sniper Hunt 3D,Action,AbsoMech,"500,000 - 1,000,000",12 July 2016,Rated for 16+,3.5,4 (3.1 - 4.0)
Animal Shooter 3D Game,Action,AbsoMech,"10,000 - 50,000",29 December 2016,Rated for 16+,4.0,4 (3.1 - 4.0)
Alpha Force Target,Action,AbsoMech,"1,000,000 - 5,000,000",6 December 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Bike Race free Moto game,Racing,AbsoMech,"1,000 - 5,000",16 December 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Army Border War,Action,AbsoMech,"50,000 - 100,000",7 September 2016,Rated for 16+,3.6,4 (3.1 - 4.0)
Zombie Attack Sniper,Action,AbsoMech,"100,000 - 500,000",3 August 2016,Rated for 12+,3.6,4 (3.1 - 4.0)
Bubble Shooter Candy Fever,Puzzle,AbsoMech,"1,000 - 5,000",3 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Bottle Shoot Expert 3D,Action,AbsoMech,"1,000 - 5,000",6 December 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Hunting Jungle Wolf,Action,AbsoMech,"500,000 - 1,000,000",8 October 2016,Rated for 16+,3.6,4 (3.1 - 4.0)
Traffic Cars Hunt,Action,AbsoMech,"100,000 - 500,000",6 September 2016,Rated for 12+,3.5,4 (3.1 - 4.0)
Tank war 3D shooting game,Action,AbsoMech,"1,000 - 5,000",29 December 2016,Rated for 7+,3.6,4 (3.1 - 4.0)
War At Enemy Frontier,Action,AbsoMech,"1,000,000 - 5,000,000",29 August 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Strike Jet Fighter War,Action,AbsoMech,"50,000 - 100,000",6 September 2016,Rated for 12+,3.6,4 (3.1 - 4.0)
Tattoo Master,Arcade,CanadaDroid,"50,000 - 100,000",20 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Modern Combat 4: Zero Hour,Action,Gameloft,"1,000,000 - 5,000,000",6 June 2016,Rated for 16+,4.4,5 (4.1 - 5.0)
Bullet Force,Action,Lucas Wilde,"1,000,000 - 5,000,000",6 January 2017,Rated for 12+,4.5,5 (4.1 - 5.0)
Battlefield Combat Black Ops 2,Action,Codelabs Studio,"1,000,000 - 5,000,000",4 October 2016,Rated for 16+,4.0,4 (3.1 - 4.0)
Critical Ops,Action,Critical Force Ltd.,"10,000,000 - 50,000,000",6 December 2016,Rated for 12+,4.2,5 (4.1 - 5.0)
Modern Combat 3: Fallen Nation,Action,Gameloft,"500,000 - 1,000,000",9 November 2015,Rated for 16+,3.6,4 (3.1 - 4.0)
Critical Strike Portable,Action,Critical Force Ltd.,"10,000,000 - 50,000,000",15 December 2014,Rated for 12+,4.2,5 (4.1 - 5.0)
LEGO BATMAN MOVIE GAME,Action,Warner Bros. International Enterprises,"1,000,000 - 5,000,000",10 January 2017,Rated for 3+,3.8,4 (3.1 - 4.0)
DEER HUNTER RELOADED,Action,Glu,"5,000,000 - 10,000,000",15 September 2013,Rated for 16+,4.3,5 (4.1 - 5.0)
DEER HUNTER CHALLENGE,Action,Glu,"5,000,000 - 10,000,000",11 April 2011,Rated for 16+,3.7,4 (3.1 - 4.0)
Russian Hunting 4x4,Action,Oppana Games,"1,000,000 - 5,000,000",19 September 2016,Rated for 16+,4.0,4 (3.1 - 4.0)
Whitetail Deer Hunting 2016,Action,feugo games,"50,000 - 100,000",17 October 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Zombie Hunter: Apocalypse,Action,Genera Games,"5,000,000 - 10,000,000",7 December 2016,Rated for 18+,4.3,5 (4.1 - 5.0)
Ultimate Deer Hunting Sim 2016,Action,Zing Mine Games Production,"100,000 - 500,000",27 July 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Duck Hunting 3D,Action,technokeet,"500,000 - 1,000,000",6 October 2016,Rated for 7+,3.8,4 (3.1 - 4.0)
Shark Hunting,Action,ANDROID PIXELS,"1,000,000 - 5,000,000",7 August 2016,Rated for 12+,3.8,4 (3.1 - 4.0)
Jungle Sniper Hunting 3D,Action,RationalVerx Games Studio,"5,000,000 - 10,000,000",16 January 2017,Rated for 16+,3.6,4 (3.1 - 4.0)
Sniper: Traffic Hunter,Action,Fast Free Games,"10,000,000 - 50,000,000",4 November 2016,Rated for 7+,3.7,4 (3.1 - 4.0)
Deer Hunting 2016,Action,Android Pranks and Games,"50,000 - 100,000",3 February 2016,Rated for 16+,3.8,4 (3.1 - 4.0)
Jungle Deer Hunting Game,Action,SoftianZ,"500,000 - 1,000,000",8 October 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Army Shooting Games,Action,Mobile Studio INC,"1,000,000 - 5,000,000",22 September 2016,Rated for 12+,3.7,4 (3.1 - 4.0)
Navy Gunner Shoot War 3D,Action,Tag Action Games,"5,000,000 - 10,000,000",9 November 2016,Rated for 12+,3.9,4 (3.1 - 4.0)
Tiny Troopers 2: Special Ops,Action,CHILLINGO,"5,000,000 - 10,000,000",30 September 2015,Rated for 16+,4.4,5 (4.1 - 5.0)
Call Of Country,Action,Non La Studio,"1,000,000 - 5,000,000",19 February 2016,Rated for 16+,3.6,4 (3.1 - 4.0)
DEAD TRIGGER 2,Action,MADFINGER Games,"10,000,000 - 50,000,000",20 December 2016,Rated for 16+,4.5,5 (4.1 - 5.0)
commando street war,Action,Standard Games Studios,"1,000,000 - 5,000,000",24 August 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
DEAD TARGET: Zombie,Action,VNG GAME STUDIOS,"10,000,000 - 50,000,000",14 January 2017,Rated for 16+,4.5,5 (4.1 - 5.0)
BLOOD & GLORY,Action,Glu,"10,000,000 - 50,000,000",18 July 2013,Rated for 16+,4.5,5 (4.1 - 5.0)
Quiz: Logo game,Trivia,Lemmings at work,"10,000,000 - 50,000,000",1 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Trivia Crack,Trivia,Etermax,"100,000,000 - 500,000,000",20 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Quiz of Knowledge - Free game,Trivia,educ8s.com,"1,000,000 - 5,000,000",9 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
General Knowledge Quiz,Trivia,TIMLEG,"100,000 - 500,000",21 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Duel Quiz,Trivia,FEO Media AB,"1,000,000 - 5,000,000",16 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
Trivia Crack Kingdoms,Trivia,Etermax,"5,000,000 - 10,000,000",10 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Quiz,Trivia,Walkme Mobile,"100,000 - 500,000",11 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
Logo Game: Guess Brand Quiz,Trivia,Logos Box,"5,000,000 - 10,000,000",19 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
Quiz Run,Trivia,VOODOO,"1,000,000 - 5,000,000",20 June 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Culture Quizz,Trivia,Mediawix,"500,000 - 1,000,000",25 January 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Nope Quiz,Trivia,LA GAMERIE,"1,000,000 - 5,000,000",2 January 2017,Rated for 12+,4.7,5 (4.1 - 5.0)
Trivia Crack (Ad free),Trivia,Etermax,"100,000 - 500,000",20 January 2017,Rated for 3+,4.6,5 (4.1 - 5.0)
Super Quiz,Trivia,WalkMe Mobile Solutions,"5,000,000 - 10,000,000",19 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
Superbuzzer Quiz Game,Trivia,Gerwin Software,"1,000,000 - 5,000,000",28 April 2015,Rated for 3+,3.8,4 (3.1 - 4.0)
TRIVIA 360,Trivia,Smart Owl Apps,"100,000 - 500,000",3 January 2017,Rated for 3+,4.3,5 (4.1 - 5.0)
RIVAL FIRE,Action,Glu,"1,000,000 - 5,000,000",14 December 2016,Rated for 16+,4.6,5 (4.1 - 5.0)
Respawnables,Action,DIGITAL LEGENDS ENTERTAINMENT SL,"10,000,000 - 50,000,000",20 December 2016,Rated for 12+,4.4,5 (4.1 - 5.0)
Sniper Shooter Free - Fun Game,Action,Fun Games For Free,"10,000,000 - 50,000,000",10 February 2015,Rated for 12+,4.5,5 (4.1 - 5.0)
Sniper 3D Assassin Shooter,Action,JSena,"100,000 - 500,000",26 December 2016,Rated for 16+,4.1,5 (4.1 - 5.0)
Sniper Assassin Ultimate 2017,Action,FUN CRAFT STUDIOS,"1,000,000 - 5,000,000",21 December 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Sniper Shooting 3D,Action,i6 Games,"5,000,000 - 10,000,000",11 November 2016,Rated for 16+,3.9,4 (3.1 - 4.0)
Elite Sniper Assassin,Action,SMG - Super Megatron Games,"500,000 - 1,000,000",12 November 2016,Rated for 16+,3.7,4 (3.1 - 4.0)
Boss Sniper 18+,Action,Awesome Action Games,"1,000,000 - 5,000,000",3 January 2017,Rated for 16+,3.8,4 (3.1 - 4.0)
Sniper Arena: PvP Army Shooter,Action,Nordcurrent,"1,000,000 - 5,000,000",14 December 2016,Rated for 16+,4.3,5 (4.1 - 5.0)
Kill Shot Bravo,Action,Hothead Games,"10,000,000 - 50,000,000",6 January 2017,Rated for 16+,4.4,5 (4.1 - 5.0)
Hitman Sniper,Action,SQUARE ENIX Ltd,"500,000 - 1,000,000",19 January 2017,Rated for 18+,4.5,5 (4.1 - 5.0)
Baseball Star,Sports,playus soft,"1,000,000 - 5,000,000",11 January 2017,Rated for 3+,4.4,5 (4.1 - 5.0)
MLB 9 Innings 16,Sports,Com2uS,"1,000,000 - 5,000,000",12 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
TAP SPORTS BASEBALL 2015,Sports,Glu,"1,000,000 - 5,000,000",20 January 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
TAP SPORTS BASEBALL,Sports,Glu,"1,000,000 - 5,000,000",13 February 2015,Rated for 3+,3.9,4 (3.1 - 4.0)
MLB.com Home Run Derby 16,Sports,"MLB Advanced Media, L.P.","1,000,000 - 5,000,000",27 July 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Bat & Pitch Baseball 2017,Sports,Bambo Studio,"100,000 - 500,000",15 September 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Baseball Kings !,Sports,Appnori,"500,000 - 1,000,000",9 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
R.B.I. Baseball 16,Sports,"MLB Advanced Media, L.P.","5,000 - 10,000",10 May 2016,Rated for 3+,3.0,3 (2.1 - 3.0)
Flick Home Run! baseball game,Sports,infinitypocket,"5,000,000 - 10,000,000",13 June 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
MLB 9 Innings Manager,Sports,Com2uS,"100,000 - 500,000",19 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
Photo Gallery 3D & HD,Video Players & Editors,Leopard V7,"1,000,000 - 5,000,000",25 May 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Bubble Shooter Game Free,Casual,Leopard V7,"500,000 - 1,000,000",20 December 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Solitaire -Classic Card Game,Card,Leopard V7,"500,000 - 1,000,000",21 December 2015,Rated for 3+,4.3,5 (4.1 - 5.0)
Lock Screen - Keypad lock,Personalisation,Leopard V7,"500,000 - 1,000,000",22 July 2015,Rated for 3+,4.2,5 (4.1 - 5.0)
Music Player Plus,Music & Audio,Leopard V7,"1,000 - 5,000",14 January 2017,Rated for 3+,4.5,5 (4.1 - 5.0)
Black Jack Free Game - 21,Casino,Leopard V7,"50,000 - 100,000",14 January 2016,Rated for 12+,4.2,5 (4.1 - 5.0)
Free Music - Free Song Player,Music & Audio,Free Music Downloader - Download Free Music Songs,"1,000,000 - 5,000,000",20 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
My Music,Music & Audio,SoundMax,"1,000,000 - 5,000,000",6 September 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
Ares Red Musica Gratis Player,Music & Audio,R&D Game Studio,"500,000 - 1,000,000",7 December 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
SoundCloud Pulse: for creators,Music & Audio,SoundCloud,"500,000 - 1,000,000",6 December 2016,Rated for 12+,4.1,5 (4.1 - 5.0)
Volume Booster Pro,Tools,Music Hero - Best Free music & audio app developer,"1,000,000 - 5,000,000",26 August 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Audio-Player,Music & Audio,valentine1267q,"500,000 - 1,000,000",29 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
PlaYo - Free Music & Radio,Music & Audio,AppsAround,"5,000,000 - 10,000,000",11 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Vevo - Watch HD Music Videos,Music & Audio,VEVO,"10,000,000 - 50,000,000",20 January 2017,Rated for 12+,4.2,5 (4.1 - 5.0)
edjing Mix: DJ music mixer,Music & Audio,DJiT - Best free music and audio apps for Android,"10,000,000 - 50,000,000",20 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Equalizer music player booster,Music & Audio,DJiT - Best free music and audio apps for Android,"10,000,000 - 50,000,000",9 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
edjing PRO LE - Music DJ mixer,Music & Audio,DJiT - Best free music and audio apps for Android,"1,000,000 - 5,000,000",16 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Bass Booster - Music Sound EQ,Music & Audio,DJiT - Best free music and audio apps for Android,"1,000,000 - 5,000,000",19 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
edjing Scratch: digital vinyl,Music & Audio,DJiT - Best free music and audio apps for Android,"100,000 - 500,000",3 November 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
EQ - Music Player Equalizer,Music & Audio,DJiT - Best free music and audio apps for Android,"1,000,000 - 5,000,000",16 December 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
EDjing London,Music & Audio,DJiT - Best free music and audio apps for Android,"10,000 - 50,000",23 November 2015,Rated for 3+,4.3,5 (4.1 - 5.0)
Mixfader Companion,Music & Audio,DJiT - Best free music and audio apps for Android,"10,000 - 50,000",19 April 2016,Rated for 3+,4.4,5 (4.1 - 5.0)
Equalizer + Marshall Edition,Music & Audio,DJiT - Best free music and audio apps for Android,"10,000 - 50,000",23 November 2015,Rated for 3+,4.4,5 (4.1 - 5.0)
Equalizer + Pro (Music Player),Music & Audio,DJiT - Best free music and audio apps for Android,"10,000 - 50,000",7 November 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
edjing PRO - Music DJ mixer,Music & Audio,DJiT - Best free music and audio apps for Android,"100,000 - 500,000",16 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
Mixfader SDK Sample,Libraries & Demo,DJiT - Best free music and audio apps for Android,"1,000 - 5,000",15 June 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Bass Booster PRO - Music EQ,Music & Audio,DJiT - Best free music and audio apps for Android,"1,000 - 5,000",19 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
EQ PRO Music Player Equalizer,Music & Audio,DJiT - Best free music and audio apps for Android,"1,000 - 5,000",16 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
audio recorder,Music & Audio,Green Apple Studio,"10,000,000 - 50,000,000",11 November 2016,Rated for 3+,4.5,5 (4.1 - 5.0)
Photo editor,Photography,Green Apple Studio,"100,000 - 500,000",29 May 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
Voice recorder,Music & Audio,Green Apple Studio,"500 - 1,000",10 November 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
My Music Player,Music & Audio,TAIKI SOFT,"50,000 - 100,000",22 October 2016,Rated for 3+,3.2,4 (3.1 - 4.0)
Real Music,Music & Audio,TAIKI SOFT,"10,000 - 50,000",27 March 2016,Rated for 3+,3.4,4 (3.1 - 4.0)
My Notes,Productivity,TAIKI SOFT,"10,000 - 50,000",16 January 2017,Rated for 3+,4.1,5 (4.1 - 5.0)
diary,Lifestyle,TAIKI SOFT,"5,000 - 10,000",16 January 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Kitty Notes,Entertainment,TAIKI SOFT,"500 - 1,000",3 March 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Simple notes,Entertainment,TAIKI SOFT,"1,000 - 5,000",3 March 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Bookmarks widget,Personalisation,TAIKI SOFT,"5,000 - 10,000",3 March 2016,Rated for 3+,3.0,3 (2.1 - 3.0)
Constipation Calendar,Health & Fitness,TAIKI SOFT,"1,000 - 5,000",21 October 2015,Rated for 3+,2.9,3 (2.1 - 3.0)
Book notes,Business,TAIKI SOFT,"1,000 - 5,000",3 February 2016,Rated for 3+,3.8,4 (3.1 - 4.0)
Dog. Memo,Tools,TAIKI SOFT,"500 - 1,000",29 August 2015,Rated for 3+,4.4,5 (4.1 - 5.0)
Move to iOS,Tools,Apple Inc.,"10,000,000 - 50,000,000",21 March 2016,Rated for 3+,2.7,3 (2.1 - 3.0)
Musixmatch TV,Video Players & Editors,Musixmatch,"10,000 - 50,000",18 September 2015,Rated for 16+,4.2,5 (4.1 - 5.0)
United UPI Application,Finance,United Bank of India,"100,000 - 500,000",15 January 2017,Rated for 3+,3.9,4 (3.1 - 4.0)
SBI Pay,Finance,State Bank of India,"1,000,000 - 5,000,000",23 November 2016,Rated for 3+,2.9,3 (2.1 - 3.0)
BHIM,Finance,National Payments Corporation of India (NPCI),"5,000,000 - 10,000,000",4 January 2017,Rated for 3+,4.0,4 (3.1 - 4.0)
PNB UPI,Finance,PNB,"500,000 - 1,000,000",4 January 2017,Rated for 3+,3.8,4 (3.1 - 4.0)
*99# BHIM UPI Bank No Internet,Finance,Tasmai,"100,000 - 500,000",21 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
*99# USSD All Bank Info,Finance,Suresh Kheni,"100,000 - 500,000",31 December 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Union Bank UPI App,Finance,Union Bank of India,"100,000 - 500,000",13 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
State Bank Anywhere,Finance,State Bank of India,"10,000,000 - 50,000,000",6 December 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
State Bank Buddy,Finance,State Bank of India,"5,000,000 - 10,000,000",30 November 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Axis Pay UPI App,Finance,Axis Bank Ltd.,"1,000,000 - 5,000,000",13 January 2017,Rated for 3+,3.9,4 (3.1 - 4.0)
State Bank Freedom,Finance,State Bank of India,"5,000,000 - 10,000,000",21 October 2015,Rated for 3+,4.1,5 (4.1 - 5.0)
Allahabad Bank UPI,Finance,Allahabad Bank,"100,000 - 500,000",13 December 2016,Rated for 3+,4.2,5 (4.1 - 5.0)
Eazypay,Finance,ICICI Bank Ltd.,"100,000 - 500,000",19 January 2017,Rated for 3+,3.7,4 (3.1 - 4.0)
All Bank Balance Enquiry,Finance,AppLabZ,"1,000,000 - 5,000,000",29 September 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
Maha UPI,Finance,Bank of Maharashtra,"100,000 - 500,000",22 December 2016,Rated for 3+,4.0,4 (3.1 - 4.0)
Baroda MPay,Finance,Bank of Baroda,"100,000 - 500,000",25 December 2016,Rated for 3+,3.3,4 (3.1 - 4.0)
United Mobile Banking,Finance,United Bank of India,"100,000 - 500,000",6 December 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
United ePassbook,Finance,United Bank of India,"100,000 - 500,000",8 May 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
United Wallet,Finance,United Bank of India,"100,000 - 500,000",3 February 2016,Rated for 3+,3.6,4 (3.1 - 4.0)
PNB mBanking,Finance,PNB,"1,000,000 - 5,000,000",25 June 2016,Rated for 3+,3.7,4 (3.1 - 4.0)
PNB MobiEase,Finance,PNB,"100,000 - 500,000",17 May 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
PNB Mobile Banking,Finance,pacificnationalbank,"10,000 - 50,000",18 August 2016,Rated for 3+,4.3,5 (4.1 - 5.0)
PNB Kitty,Finance,PNB,"50,000 - 100,000",7 January 2017,Rated for 3+,4.2,5 (4.1 - 5.0)
PNB Mobile Banking,Finance,PHILIPPINE NATIONAL BANK,"10,000 - 50,000",19 October 2016,Rated for 3+,4.1,5 (4.1 - 5.0)
All Bank Balance Checker,Finance,Smart Shoots,"100,000 - 500,000",23 April 2016,Rated for 3+,3.9,4 (3.1 - 4.0)
